-25.4758,2.49864,0.479484,0.265538,0.169033,0.0869986,0.176017,0.231875,0.175186,0.110183,0.0272211,0.199817,0.263127,0.116958,0.31841,0.236594,0.172205,0.165263,0.0399108,0.225289
-27.0625,2.39768,0.78106,0.765757,0.595557,0.597015,0.0801806,0.16569,0.204484,0.18668,0.328372,0.0521061,0.214594,0.160927,0.178563,-0.233213,-0.22027,0.0716541,0.138494,0.0168056
-27.0929,2.32468,1.03909,0.972187,0.521436,0.422306,0.0550549,0.246525,0.369691,0.00948867,0.0192947,-0.0424804,-0.0802683,-0.177801,-0.084503,-0.0380958,0.191606,0.107527,-0.140888,0.101557
-27.0613,2.3738,0.824791,0.915972,0.378182,0.194588,0.152509,0.107735,-0.039495,-0.101344,0.0109161,0.107678,0.395792,0.0296369,-0.315179,-0.10631,-0.0495573,-0.133316,0.0203289,-0.147544
-26.9519,2.29859,0.460275,0.538964,0.405016,0.749691,0.181605,-0.0465086,0.311703,0.0622869,0.162649,-0.0693593,-0.131156,0.219852,0.124997,-0.353306,-0.0681915,-0.0412307,0.147471,0.0860525
-26.7049,2.26595,0.504412,0.72318,0.43567,0.399119,0.139285,0.118184,0.203259,-0.0595286,-0.150726,-0.223915,0.242063,0.00703412,0.0952128,0.0612417,0.0851094,0.138053,0.022717,0.119502
-27.0819,2.5256,0.86519,0.489744,0.183228,0.351787,0.218199,-0.077151,0.0799252,0.142005,-0.0832148,0.0532732,0.0142136,-0.0599802,0.033994,-0.0983337,-0.155462,0.076542,-0.116976,-0.197169
-26.6568,2.49556,1.10388,0.592272,0.045588,0.382283,0.440753,0.0153429,-0.0396937,0.212246,0.224381,0.0885816,0.0644085,0.109032,0.154391,0.0930046,0.0363919,0.192336,0.121739,-0.081448
-26.5512,2.32554,0.713276,0.845463,0.229782,0.129288,-0.0735771,0.0689238,0.155194,-0.0417108,-0.18273,0.276989,0.125418,0.0220446,-0.0825124,-0.314983,0.11309,0.153758,0.0820345,0.107908
-26.8955,2.36,0.823414,0.453374,0.123664,0.364835,0.170267,0.313152,0.0456513,-0.00906088,0.0967697,0.190267,0.142885,0.163333,-0.0177314,-0.11081,-0.108342,0.172661,0.42186,0.0968368
-26.8617,2.53122,0.633506,0.671157,0.502184,0.383346,-0.0552814,0.0786047,0.0847386,-0.141701,-0.0494619,0.0176009,0.221177,0.220062,0.152216,-0.114617,0.00908199,0.0368778,-0.0105601,-0.0997156
-26.9396,2.49362,0.609439,0.651485,0.592983,0.621326,0.086977,0.0665849,0.0974363,-0.0953668,-0.10476,0.00672896,0.210715,0.0260707,0.0472174,-0.0547305,0.0610699,0.11787,0.139202,-0.0949576
-26.8208,2.48105,0.884046,0.93003,0.538749,0.456882,0.151791,-0.0836598,-0.0405292,-0.286194,-0.0983258,0.183863,0.332153,0.118211,-0.157192,-0.26549,-0.0486818,0.143156,0.0698713,0.120837
-26.7722,2.49561,0.60598,0.63489,0.541935,0.33328,0.107703,-0.210602,-0.0496674,-0.105828,0.0817482,0.154654,0.153151,0.161508,0.0912931,-0.116174,-0.202601,0.0623089,-0.113081,-0.00101555
-26.8315,2.65638,0.656502,0.640001,0.821046,0.683295,0.192055,0.499445,0.187708,0.150557,0.0731698,-0.217671,0.12732,0.221033,-0.098493,-0.200819,0.1933,0.373256,0.1121,-0.00365729
-27.0853,2.22066,0.741735,0.840997,0.825563,0.367457,-0.184852,0.0413719,0.146017,0.250153,-0.268004,-0.186419,0.264931,0.525398,0.0902997,0.036901,-0.140799,0.00424547,0.177736,0.204526
-26.9827,2.56058,0.800284,0.879706,0.600813,0.274876,-0.0198121,0.190561,0.136062,-0.101426,-0.14697,-0.237468,0.0417462,0.249824,0.251399,-0.00111819,0.0158621,-0.0581271,-0.106993,0.102668
-26.8356,2.54691,0.658243,0.701119,0.576662,0.540599,0.0504899,-0.0169548,0.173906,0.00322176,-0.0291217,0.0137267,0.173976,0.163638,-0.0570079,-0.190054,-0.0574299,0.0199476,0.148401,-0.00505723
-26.131,2.33272,0.479819,0.65683,0.433493,0.178112,0.318442,0.288065,0.251016,0.119118,-0.225338,0.0363621,0.0674583,0.0568063,-0.0125166,0.116922,-0.0337115,-0.0509712,0.0981335,0.0517436
-29.0305,2.57988,0.593316,0.616032,0.248801,0.245724,0.0614324,0.216193,0.196287,0.177583,-0.138466,0.111175,-0.215797,-0.0450038,0.04007,-0.0553797,-0.0509484,-0.128516,-0.235272,-0.0708225
-25.9932,2.39396,0.418398,0.621863,0.370191,0.262758,0.193017,0.236959,0.40283,0.285176,0.0419834,0.146852,-0.0363809,0.168179,0.20641,0.161341,0.07829,0.126349,-0.0645157,0.0424668
-27.0267,2.37362,0.429883,0.642937,0.359429,0.355244,0.0351463,-0.148029,0.0491196,-0.238113,-0.317718,0.113088,0.156344,-0.0345975,-0.126146,0.0245749,0.122845,0.0597882,0.349328,0.301983
-27.2964,2.3664,0.352174,0.690494,0.551866,0.697153,0.276114,0.169023,0.0533007,0.0389397,-0.178629,0.0175742,-0.0313472,-0.0248581,0.081202,-0.152249,-0.235252,-0.0420271,0.396949,0.0997028
-27.1219,2.58134,0.967722,0.814125,0.57056,0.46016,-0.0350099,-0.0124212,0.0777615,0.15694,0.042048,-0.0639037,0.338529,0.515953,-0.0940097,-0.20682,-0.0250951,0.145376,0.114812,-0.0592948
-26.9098,2.83642,0.780827,0.630139,0.301178,0.580794,0.0132037,-0.164069,-0.0737505,0.0249641,-0.0694812,-0.10726,0.277292,0.178721,0.0585919,-0.0291437,-0.0611141,0.019094,0.106722,0.231713
-26.921,2.31321,0.779863,0.690912,0.360711,0.447963,-0.112491,-0.0165965,0.263105,0.143559,-0.136068,-0.234633,0.0859536,0.0106033,-0.286589,-0.254092,-0.0383139,0.187697,0.0238694,-0.0933358
-27.3781,2.03849,0.517801,0.611764,0.55776,0.353688,0.0341978,-0.0524291,0.0513926,0.0653454,-0.0253009,0.132757,0.0889439,0.158253,0.19206,-0.140909,-0.0835203,0.186934,0.171484,-0.126214
-26.9665,2.43625,0.799209,0.569449,0.381737,0.414962,-0.109347,0.153186,0.231455,-0.0121488,0.148778,0.308848,0.282092,0.133478,-0.0146458,-0.128909,-0.0580161,0.181694,-0.0967183,-0.0482688
